685	7e avenue / St-Joseph Rosemont
686	Hôpital Sacré-Coeur (Forbes)
687	CHSLD Joseph-François-Perrault (St-Michel / Everett)
688	16e avenue / St-Joseph
689	Parc Père-Marquette (Chambord / Rosemont)
690	de la Roche / Bélanger
691	Parc St-Laurent (Dutrisac)
692	des Récollets / Martial
693	des Récollets / Fleury
694	Sauriol / Cartier O
695	Quai Yvon-Julien (Marie-Victorin / de Montarville)
696	Métro de la Savane (Décarie / de Sorel)
697	de l'Esplanade / Beaubien
698	Mozart / St-Laurent
699	Canning / Notre-Dame
700	Hillside / Ste-Catherine
701	Mackay / de Maisonneuve
702	Bourbonnière / du Mont-Royal
703	Darling / Sherbrooke
704	1ère avenue / Rosemont
705	Parc Marlborough (Beauzèle / Robichaud)
706	de Chambly / Rachel
707	Marie-Anne / Papineau
708	Louis-Hébert / Bélanger
709	Émile-Journault / de Châteaubriand
710	5e avenue / Rosemont
711	de la Roche /  de Bellechasse
712	de Grosbois / Duchesneau
713	de la Côte St-Antoine / Argyle
714	Grand Boulevard / Sherbrooke
715	Panet / de Maisonneuve
716	Parc d'Antioche (Place d'Antioche / St-Zotique)
717	Roy / Saint-Laurent
718	Drolet / St-Zotique
719	Boyer / Everett
720	Métro Préfontaine (Préfontaine / Hochelaga)
721	La Fontaine / Alexandre-de-Sève
722	du President-Kennedy / Union
723	des Écores / Beaubien
724	de Maisonneuve / Greene
725	Desjardins / Ontario
726	Mackay / René-Lévesque
727	Mairie d'arrondissement LaSalle (Dupras / Jeannette)
728	de la Cathédrale / Saint-Antoine
729	Garnier / Mont-Royal
730	de Gentilly / St-Jean
731	Place Charles-Le Moyne (St-Charles)
732	Boyer / Laurier
733	Métro Champ-de-Mars (Hôtel-de-Ville / Viger)
734	Louisbourg / O'Brien
735	Lincoln / du Fort
736	Boyer / St-Joseph
737	Plessis / Logan
738	McNamara / St-Martin O
739	Lionel-Groulx / Georges-Vanier
740	Gare St-Michel / Montréal-Nord (Pie-IX / 56e)
741	de Bordeaux / Jean-Talon
742	Gare LaSalle (Highlands)
743	Parc St-Claude (7e Avenue / 8e rue)
744	Ontario / Sicard
745	de Melrose / Sherbrooke
746	St-Dominique / de Bellechasse
747	Cartier / Beaubien
748	8e avenue / Beaubien
749	Métro Beaubien (de Chateaubriand / Beaubien)
750	Industriel / Louis-J.-Lafortune
751	St-Jean / Guillaume
752	Parc Chamberland (Dorais / de l'Église)
753	Jean-Paul-Vincent / Adoncour
754	Péloquin / Fleury
755	Beauregard / La Salle
756	Théâtre du Vieux-Terrebonne (St-Pierre / des Braves)
757	Terminus de bus EXO (Côte de Terrebonne)
758	Parc Bariteau (Saint-Georges)
759	Bel Air / St-Antoine
760	Parc Chenier (de l'Aréna / Chenier)
761	Guizot / St-Denis
762	University / des Pins
763	Labonté / du Coteau-Rouge
764	Mansfield / Sherbrooke
765	Parc St-Laurent (Salk / Thomas-Chapais)
766	Natatorium (LaSalle / Rolland)
767	Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal)
768	de Bordeaux / de Bellechasse
769	du Fort Saint-Louis / de la Perrière
770	Greene / Workman
771	Hodge / Laperrière
772	de Mortagne / de Montarville
773	de Chenonceau / Chomedey
774	Curé-Poirier / Joliette
775	Brittany / Ainsley
776	Parc Aimé-Léonard (Gouin / Ste-Gertrude)
